"","Group.1","Date","DMA","Total_Cases","Total_Deaths","CaseLagDay-1","NewCasesPerDay","DeathLagDay-1","NewDeathsPerDay","CaseLagDay-2","CaseLagDay-3","CaseLagDay-4","CaseLagDay-5","CaseLagDay-6","CaseLagDay-7","CaseLagDay-8","CaseLagDay-9","CaseLagDay-10","CaseLagDay-11","CaseLagDay-12","CaseLagDay-13","CaseLagDay-14","CaseLagDay+1","CaseLagDay+2","CaseLagDay+3","CaseLagDay+4","CaseLagDay+5","CaseLagDay+6","CaseLagDay+7","CaseLagDay+8","CaseLagDay+9","CaseLagDay+10","CaseLagDay+11","CaseLagDay+12","CaseLagDay+13","CaseLagDay+14"
"1220","20200420_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",20200420,"CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",345,27,338,7,25,2,332,311,305,291,288,279,264,247,226,214,197,187,171,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","20200421_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",20200421,"CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",359,27,345,14,27,0,338,332,311,305,291,288,279,264,247,226,214,197,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","20200306_CHARLESTON (SC)",20200306,"CHARLESTON (SC)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,3,4,6,8
"1223","20200307_CHARLESTON (SC)",20200307,"CHARLESTON (SC)",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,4,6,8,11
"1224","20200308_CHARLESTON (SC)",20200308,"CHARLESTON (SC)",1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,3,4,6,8,11,17
"1225","20200309_CHARLESTON (SC)",20200309,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,4,6,8,11,17,40
"1226","20200310_CHARLESTON (SC)",20200310,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,4,6,8,11,17,40,46
"1227","20200311_CHARLESTON (SC)",20200311,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,4,6,8,11,17,40,46,65
"1228","20200312_CHARLESTON (SC)",20200312,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,4,6,8,11,17,40,46,65,77
"1229","20200313_CHARLESTON (SC)",20200313,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,6,8,11,17,40,46,65,77,117
"1230","20200314_CHARLESTON (SC)",20200314,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,3,4,6,8,11,17,40,46,65,77,117,143
"1231","20200315_CHARLESTON (SC)",20200315,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,3,4,6,8,11,17,40,46,65,77,117,143,155
"1232","20200316_CHARLESTON (SC)",20200316,"CHARLESTON (SC)",1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,4,6,8,11,17,40,46,65,77,117,143,155,167
"1233","20200317_CHARLESTON (SC)",20200317,"CHARLESTON (SC)",3,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,4,6,8,11,17,40,46,65,77,117,143,155,167,194
"1234","20200318_CHARLESTON (SC)",20200318,"CHARLESTON (SC)",4,0,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,6,8,11,17,40,46,65,77,117,143,155,167,194,257
"1235","20200319_CHARLESTON (SC)",20200319,"CHARLESTON (SC)",6,0,4,2,0,0,3,1,1,1,1,1,1,1,1,1,1,1,NA,8,11,17,40,46,65,77,117,143,155,167,194,257,326
"1236","20200320_CHARLESTON (SC)",20200320,"CHARLESTON (SC)",8,1,6,2,0,1,4,3,1,1,1,1,1,1,1,1,1,1,1,11,17,40,46,65,77,117,143,155,167,194,257,326,353
"1237","20200321_CHARLESTON (SC)",20200321,"CHARLESTON (SC)",11,1,8,3,1,0,6,4,3,1,1,1,1,1,1,1,1,1,1,17,40,46,65,77,117,143,155,167,194,257,326,353,399
"1238","20200322_CHARLESTON (SC)",20200322,"CHARLESTON (SC)",17,1,11,6,1,0,8,6,4,3,1,1,1,1,1,1,1,1,1,40,46,65,77,117,143,155,167,194,257,326,353,399,400
"1239","20200323_CHARLESTON (SC)",20200323,"CHARLESTON (SC)",40,1,17,23,1,0,11,8,6,4,3,1,1,1,1,1,1,1,1,46,65,77,117,143,155,167,194,257,326,353,399,400,446
"1240","20200324_CHARLESTON (SC)",20200324,"CHARLESTON (SC)",46,1,40,6,1,0,17,11,8,6,4,3,1,1,1,1,1,1,1,65,77,117,143,155,167,194,257,326,353,399,400,446,455
"1241","20200325_CHARLESTON (SC)",20200325,"CHARLESTON (SC)",65,1,46,19,1,0,40,17,11,8,6,4,3,1,1,1,1,1,1,77,117,143,155,167,194,257,326,353,399,400,446,455,467
"1242","20200326_CHARLESTON (SC)",20200326,"CHARLESTON (SC)",77,1,65,12,1,0,46,40,17,11,8,6,4,3,1,1,1,1,1,117,143,155,167,194,257,326,353,399,400,446,455,467,486
"1243","20200327_CHARLESTON (SC)",20200327,"CHARLESTON (SC)",117,1,77,40,1,0,65,46,40,17,11,8,6,4,3,1,1,1,1,143,155,167,194,257,326,353,399,400,446,455,467,486,518
"1244","20200328_CHARLESTON (SC)",20200328,"CHARLESTON (SC)",143,1,117,26,1,0,77,65,46,40,17,11,8,6,4,3,1,1,1,155,167,194,257,326,353,399,400,446,455,467,486,518,527
"1245","20200329_CHARLESTON (SC)",20200329,"CHARLESTON (SC)",155,1,143,12,1,0,117,77,65,46,40,17,11,8,6,4,3,1,1,167,194,257,326,353,399,400,446,455,467,486,518,527,555
"1246","20200330_CHARLESTON (SC)",20200330,"CHARLESTON (SC)",167,1,155,12,1,0,143,117,77,65,46,40,17,11,8,6,4,3,1,194,257,326,353,399,400,446,455,467,486,518,527,555,577
"1247","20200331_CHARLESTON (SC)",20200331,"CHARLESTON (SC)",194,1,167,27,1,0,155,143,117,77,65,46,40,17,11,8,6,4,3,257,326,353,399,400,446,455,467,486,518,527,555,577,591
"1248","20200401_CHARLESTON (SC)",20200401,"CHARLESTON (SC)",257,1,194,63,1,0,167,155,143,117,77,65,46,40,17,11,8,6,4,326,353,399,400,446,455,467,486,518,527,555,577,591,611
"1249","20200402_CHARLESTON (SC)",20200402,"CHARLESTON (SC)",326,1,257,69,1,0,194,167,155,143,117,77,65,46,40,17,11,8,6,353,399,400,446,455,467,486,518,527,555,577,591,611,650
"1250","20200403_CHARLESTON (SC)",20200403,"CHARLESTON (SC)",353,1,326,27,1,0,257,194,167,155,143,117,77,65,46,40,17,11,8,399,400,446,455,467,486,518,527,555,577,591,611,650,665
"1251","20200404_CHARLESTON (SC)",20200404,"CHARLESTON (SC)",399,2,353,46,1,1,326,257,194,167,155,143,117,77,65,46,40,17,11,400,446,455,467,486,518,527,555,577,591,611,650,665,668
"1252","20200405_CHARLESTON (SC)",20200405,"CHARLESTON (SC)",400,2,399,1,2,0,353,326,257,194,167,155,143,117,77,65,46,40,17,446,455,467,486,518,527,555,577,591,611,650,665,668,687
"1253","20200406_CHARLESTON (SC)",20200406,"CHARLESTON (SC)",446,2,400,46,2,0,399,353,326,257,194,167,155,143,117,77,65,46,40,455,467,486,518,527,555,577,591,611,650,665,668,687,695
"1254","20200407_CHARLESTON (SC)",20200407,"CHARLESTON (SC)",455,2,446,9,2,0,400,399,353,326,257,194,167,155,143,117,77,65,46,467,486,518,527,555,577,591,611,650,665,668,687,695,712
"1255","20200408_CHARLESTON (SC)",20200408,"CHARLESTON (SC)",467,2,455,12,2,0,446,400,399,353,326,257,194,167,155,143,117,77,65,486,518,527,555,577,591,611,650,665,668,687,695,712,NA
"1256","20200409_CHARLESTON (SC)",20200409,"CHARLESTON (SC)",486,2,467,19,2,0,455,446,400,399,353,326,257,194,167,155,143,117,77,518,527,555,577,591,611,650,665,668,687,695,712,NA,NA
"1257","20200410_CHARLESTON (SC)",20200410,"CHARLESTON (SC)",518,3,486,32,2,1,467,455,446,400,399,353,326,257,194,167,155,143,117,527,555,577,591,611,650,665,668,687,695,712,NA,NA,NA
"1258","20200411_CHARLESTON (SC)",20200411,"CHARLESTON (SC)",527,4,518,9,3,1,486,467,455,446,400,399,353,326,257,194,167,155,143,555,577,591,611,650,665,668,687,695,712,NA,NA,NA,NA
"1259","20200412_CHARLESTON (SC)",20200412,"CHARLESTON (SC)",555,5,527,28,4,1,518,486,467,455,446,400,399,353,326,257,194,167,155,577,591,611,650,665,668,687,695,712,NA,NA,NA,NA,NA
"1260","20200413_CHARLESTON (SC)",20200413,"CHARLESTON (SC)",577,5,555,22,5,0,527,518,486,467,455,446,400,399,353,326,257,194,167,591,611,650,665,668,687,695,712,NA,NA,NA,NA,NA,NA
"1261","20200414_CHARLESTON (SC)",20200414,"CHARLESTON (SC)",591,7,577,14,5,2,555,527,518,486,467,455,446,400,399,353,326,257,194,611,650,665,668,687,695,712,NA,NA,NA,NA,NA,NA,NA
