STATE_ABBR,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
CO ,Colorado,Prowers                     ,8,99,5280,18,DENVER (CO)                                                          
CO ,Colorado,Pueblo                      ,8,101,55920,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Rio Blanco                  ,8,103,2240,18,DENVER (CO)                                                          
CO ,Colorado,Rio Grande                  ,8,105,4610,18,DENVER (CO)                                                          
CO ,Colorado,Routt                       ,8,107,7980,18,DENVER (CO)                                                          
CO ,Colorado,Saguache                    ,8,109,2310,18,DENVER (CO)                                                          
CO ,Colorado,San Juan                    ,8,111,300,18,DENVER (CO)                                                          
CO ,Colorado,San Miguel                  ,8,113,2830,18,DENVER (CO)                                                          
CO ,Colorado,Sedgwick                    ,8,115,1190,18,DENVER (CO)                                                          
CO ,Colorado,Summit                      ,8,117,9800,18,DENVER (CO)                                                          
CO ,Colorado,Teller                      ,8,119,8680,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  
CO ,Colorado,Washington                  ,8,121,1970,18,DENVER (CO)                                                          
CO ,Colorado,Weld                        ,8,123,67360,18,DENVER (CO)                                                          
CO ,Colorado,Yuma                        ,8,125,3850,18,DENVER (CO)                                                          
CT ,Connecticut,Fairfield                   ,9,1,326870,1,NEW YORK (NY)                                                        
CT ,Connecticut,Hartford                    ,9,3,335690,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Connecticut,Litchfield                  ,9,5,71540,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Connecticut,Middlesex                   ,9,7,62580,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Connecticut,New Haven                   ,9,9,319240,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Connecticut,New London                  ,9,11,99640,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Connecticut,Tolland                     ,9,13,50510,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
CT ,Connecticut,Windham                     ,9,15,41210,27,HARTFORD (CT) - NEW HAVEN (CT)                                       
DE ,Delaware,Kent                       ,10,1,47820,4,PHILADELPHIA (PA)                                                    
DE ,Delaware,New Castle                  ,10,3,192620,4,PHILADELPHIA (PA)                                                    
DE ,Delaware,Sussex                      ,10,5,66110,151,SALISBURY (MD)                                                       
DC ,District of Columbia,District of Columbia,11,1,242960,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
FL ,Florida,Alachua                     ,12,1,91130,162,GAINESVILLE (FL)                                                     
FL ,Florida,Baker                       ,12,3,7480,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Bay                         ,12,5,61800,159,PANAMA CITY (FL)                                                     
FL ,Florida,Bradford                    ,12,7,8810,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Brevard                     ,12,9,206480,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Broward                     ,12,11,673140,17,MIAMI (FL) - FT. LAUDERDALE (FL)                                     
FL ,Florida,Calhoun                     ,12,13,4920,159,PANAMA CITY (FL)                                                     
FL ,Florida,Charlotte                   ,12,15,66990,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Florida,Citrus                      ,12,17,54540,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Collier                     ,12,21,114730,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Florida,Columbia                    ,12,23,22680,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Dade                        ,12,25,778330,17,MIAMI (FL) - FT. LAUDERDALE (FL)                                     
FL ,Florida,DeSoto                      ,12,27,11990,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Florida,Dixie                       ,12,29,5230,162,GAINESVILLE (FL)                                                     
FL ,Florida,Duval                       ,12,31,315490,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Escambia                    ,12,33,116570,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
FL ,Florida,Flagler                     ,12,35,22650,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Franklin                    ,12,37,4480,159,PANAMA CITY (FL)                                                     
FL ,Florida,Gadsden                     ,12,39,17480,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Gilchrist                   ,12,41,5270,162,GAINESVILLE (FL)                                                     
FL ,Florida,Glades                      ,12,43,4250,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Florida,Gulf                        ,12,45,5190,159,PANAMA CITY (FL)                                                     
FL ,Florida,Hamilton                    ,12,47,4660,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Hardee                      ,12,49,8880,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Hendry                      ,12,51,11530,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Florida,Hernando                    ,12,53,57740,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Highlands                   ,12,55,39820,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Hillsborough                ,12,57,410460,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Holmes                      ,12,59,7320,159,PANAMA CITY (FL)                                                     
FL ,Florida,Indian River                ,12,61,53150,39,WEST PALM BEACH (FL) - FT. PIERCE (FL)                               
FL ,Florida,Jackson                     ,12,63,17790,159,PANAMA CITY (FL)                                                     
FL ,Florida,Jefferson                   ,12,65,5000,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Lafayette                   ,12,67,2290,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Lake                        ,12,69,93190,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Lee                         ,12,71,204240,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Florida,Leon                        ,12,73,103540,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Levy                        ,12,75,14750,162,GAINESVILLE (FL)                                                     
FL ,Florida,Liberty                     ,12,77,2520,159,PANAMA CITY (FL)                                                     
FL ,Florida,Madison                     ,12,79,7110,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Manatee                     ,12,81,119330,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Marion                      ,12,83,113130,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Martin                      ,12,85,58540,39,WEST PALM BEACH (FL) - FT. PIERCE (FL)                               
FL ,Florida,Monroe                      ,12,87,35390,17,MIAMI (FL) - FT. LAUDERDALE (FL)                                     
FL ,Florida,Nassau                      ,12,89,23570,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Okaloosa                    ,12,91,70160,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
FL ,Florida,Okeechobee                  ,12,93,13400,39,WEST PALM BEACH (FL) - FT. PIERCE (FL)                               
FL ,Florida,Orange                      ,12,95,358930,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Osceola                     ,12,97,67340,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Palm Beach                  ,12,99,494510,39,WEST PALM BEACH (FL) - FT. PIERCE (FL)                               
FL ,Florida,Pasco                       ,12,101,152720,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Pinellas                    ,12,103,422950,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Polk                        ,12,105,196360,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Putnam                      ,12,107,28700,51,JACKSONVILLE (FL)                                                    
FL ,Florida,Santa Rosa                  ,12,113,45100,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       
FL ,Florida,Sarasota                    ,12,115,157310,13,TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)                     
FL ,Florida,Seminole                    ,12,117,146210,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,St. Johns                   ,12,109,52210,51,JACKSONVILLE (FL)                                                    
FL ,Florida,St. Lucie                   ,12,111,81250,39,WEST PALM BEACH (FL) - FT. PIERCE (FL)                               
FL ,Florida,Sumter                      ,12,119,25160,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   
FL ,Florida,Suwannee                    ,12,121,13900,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
FL ,Florida,Taylor                      ,12,123,7470,107,TALLAHASSEE (FL) - THOMASVILLE (GA)                                  
