"","Category","Total Cases","Total Deaths"
"488","20200307_LOS ANGELES (CA)",18,0
"489","20200307_MADISON (WI)",1,0
"490","20200307_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"491","20200307_MIAMI (FL) - FT. LAUDERDALE (FL)",2,0
"492","20200307_MINNEAPOLIS (MN) - ST. PAUL (MN)",1,0
"493","20200307_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",2,1
"494","20200307_MONTEREY (CA) - SALINAS (CA)",1,0
"495","20200307_NASHVILLE (TN)",1,0
"496","20200307_NEW YORK (NY)",90,0
"497","20200307_OMAHA (NE)",14,0
"498","20200307_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",1,0
"499","20200307_PHILADELPHIA (PA)",4,0
"500","20200307_PHOENIX (AZ)",5,0
"501","20200307_PORTLAND (OR)",4,0
"502","20200307_PROVIDENCE (RI) - NEW BEDFORD (MA)",3,0
"503","20200307_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",2,0
"504","20200307_RENO (NV)",1,0
"505","20200307_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",21,1
"506","20200307_SALT LAKE CITY (UT)",3,0
"507","20200307_SAN ANTONIO (TX)",11,0
"508","20200307_SAN DIEGO (CA)",1,0
"509","20200307_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",56,0
"510","20200307_SEATTLE (WA) - TACOMA (WA)",103,16
"511","20200307_SPOKANE (WA)",4,0
"512","20200307_ST. LOUIS (MO)",1,0
"513","20200307_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",4,0
"514","20200307_TULSA (OK)",1,0
"515","20200307_WASHINGTON (DC) - HAGERSTOWN (MD)",5,0
"516","20200307_WILKES BARRE (PA) - SCRANTON (PA)",1,0
"517","20200307_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",2,0
"518","20200308_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",4,0
"519","20200308_ATLANTA (GA)",11,0
"520","20200308_BALTIMORE (MD)",1,0
"521","20200308_BOSTON (MA) - MANCHESTER (NH)",28,0
"522","20200308_BURLINGTON (VT) - PLATTSBURGH (NY)",3,0
"523","20200308_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",3,0
"524","20200308_CHARLESTON (SC)",1,0
"525","20200308_CHICAGO (IL)",7,0
"526","20200308_COLORADO SPRINGS (CO) - PUEBLO (CO)",1,0
"527","20200308_COLUMBIA (SC)",4,0
"528","20200308_DENVER (CO)",7,0
"529","20200308_EUGENE (OR)",1,0
"530","20200308_EUREKA (CA)",1,0
"531","20200308_FRESNO (CA) - VISALIA (CA)",2,0
"532","20200308_FT. MYERS (FL) - NAPLES (FL)",3,1
"533","20200308_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1,0
"534","20200308_HONOLULU (HI)",2,0
"535","20200308_HOUSTON (TX)",12,0
"536","20200308_INDIANAPOLIS (IN)",2,0
"537","20200308_KANSAS CITY (MO)",1,0
"538","20200308_LAS VEGAS (NV)",2,0
"539","20200308_LEXINGTON (KY)",3,0
"540","20200308_LOS ANGELES (CA)",18,0
"541","20200308_LOUISVILLE (KY)",1,0
"542","20200308_MADISON (WI)",1,0
"543","20200308_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"544","20200308_MEMPHIS (TN)",1,0
"545","20200308_MIAMI (FL) - FT. LAUDERDALE (FL)",3,0
"546","20200308_MINNEAPOLIS (MN) - ST. PAUL (MN)",2,0
"547","20200308_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",2,1
"548","20200308_MONTEREY (CA) - SALINAS (CA)",1,0
"549","20200308_NASHVILLE (TN)",2,0
"550","20200308_NEW YORK (NY)",110,0
"551","20200308_OMAHA (NE)",16,0
"552","20200308_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",1,0
"553","20200308_PHILADELPHIA (PA)",6,0
"554","20200308_PHOENIX (AZ)",5,0
"555","20200308_PORTLAND (OR)",10,0
"556","20200308_PROVIDENCE (RI) - NEW BEDFORD (MA)",3,0
"557","20200308_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",2,0
"558","20200308_RENO (NV)",2,0
"559","20200308_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",23,1
"560","20200308_SALT LAKE CITY (UT)",3,0
"561","20200308_SAN ANTONIO (TX)",11,0
"562","20200308_SAN DIEGO (CA)",1,0
"563","20200308_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",66,0
"564","20200308_SEATTLE (WA) - TACOMA (WA)",134,19
"565","20200308_SPOKANE (WA)",4,0
"566","20200308_ST. LOUIS (MO)",1,0
"567","20200308_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",4,0
"568","20200308_TULSA (OK)",1,0
"569","20200308_WASHINGTON (DC) - HAGERSTOWN (MD)",7,0
"570","20200308_WILKES BARRE (PA) - SCRANTON (PA)",1,0
"571","20200308_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",2,0
"572","20200309_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",8,0
"573","20200309_ATLANTA (GA)",17,0
"574","20200309_BALTIMORE (MD)",1,0
"575","20200309_BOSTON (MA) - MANCHESTER (NH)",37,0
"576","20200309_BURLINGTON (VT) - PLATTSBURGH (NY)",3,0
"577","20200309_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",7,0
"578","20200309_CHARLESTON (SC)",1,0
"579","20200309_CHICAGO (IL)",11,0
"580","20200309_CHICO (CA) - REDDING (CA)",1,0
"581","20200309_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",3,0
"582","20200309_COLORADO SPRINGS (CO) - PUEBLO (CO)",1,0
"583","20200309_COLUMBIA (SC)",5,0
"584","20200309_DALLAS (TX) - FT. WORTH (TX)",1,0
"585","20200309_DENVER (CO)",11,0
"586","20200309_EUGENE (OR)",1,0
"587","20200309_EUREKA (CA)",1,0
"588","20200309_FRESNO (CA) - VISALIA (CA)",2,0
"589","20200309_FT. MYERS (FL) - NAPLES (FL)",3,1
"590","20200309_FT. WAYNE (IN)",1,0
"591","20200309_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1,0
"592","20200309_HONOLULU (HI)",2,0
"593","20200309_HOUSTON (TX)",12,0
"594","20200309_INDIANAPOLIS (IN)",3,0
"595","20200309_KANSAS CITY (MO)",1,0
"596","20200309_LAS VEGAS (NV)",2,0
"597","20200309_LEXINGTON (KY)",4,0
"598","20200309_LOS ANGELES (CA)",28,0
"599","20200309_LOUISVILLE (KY)",1,0
"600","20200309_MADISON (WI)",1,0
"601","20200309_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"602","20200309_MEMPHIS (TN)",1,0
"603","20200309_MIAMI (FL) - FT. LAUDERDALE (FL)",3,0
"604","20200309_MINNEAPOLIS (MN) - ST. PAUL (MN)",3,0
"605","20200309_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",2,1
"606","20200309_MONTEREY (CA) - SALINAS (CA)",2,0
"607","20200309_NASHVILLE (TN)",3,0
"608","20200309_NEW ORLEANS (LA)",1,0
"609","20200309_NEW YORK (NY)",152,0
"610","20200309_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",1,0
"611","20200309_OMAHA (NE)",17,0
"612","20200309_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",2,0
"613","20200309_PHILADELPHIA (PA)",9,0
"614","20200309_PHOENIX (AZ)",5,0
"615","20200309_PORTLAND (OR)",10,0
"616","20200309_PROVIDENCE (RI) - NEW BEDFORD (MA)",3,0
"617","20200309_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",7,0
"618","20200309_RENO (NV)",2,0
"619","20200309_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",29,1
"620","20200309_SALT LAKE CITY (UT)",3,0
"621","20200309_SAN ANTONIO (TX)",11,0
"622","20200309_SAN DIEGO (CA)",2,0
"623","20200309_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",107,1
"624","20200309_SEATTLE (WA) - TACOMA (WA)",172,22
"625","20200309_SPOKANE (WA)",4,0
"626","20200309_ST. LOUIS (MO)",1,0
"627","20200309_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",4,0
"628","20200309_TUCSON (AZ) - SIERRA VISTA (AZ)",1,0
"629","20200309_TULSA (OK)",1,0
"630","20200309_WASHINGTON (DC) - HAGERSTOWN (MD)",13,0
"631","20200309_WILKES BARRE (PA) - SCRANTON (PA)",2,0
"632","20200309_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",2,0
"633","20200310_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",10,0
"634","20200310_ATLANTA (GA)",21,0
"635","20200310_BALTIMORE (MD)",1,0
"636","20200310_BOSTON (MA) - MANCHESTER (NH)",87,0
"637","20200310_BURLINGTON (VT) - PLATTSBURGH (NY)",3,0
"638","20200310_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",12,0
"639","20200310_CHARLESTON (SC)",1,0
"640","20200310_CHICAGO (IL)",19,0
"641","20200310_CHICO (CA) - REDDING (CA)",1,0
"642","20200310_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",3,0
"643","20200310_COLORADO SPRINGS (CO) - PUEBLO (CO)",1,0
"644","20200310_COLUMBIA (SC)",7,0
"645","20200310_DALLAS (TX) - FT. WORTH (TX)",6,0
"646","20200310_DENVER (CO)",16,0
"647","20200310_DETROIT (MI)",2,0
"648","20200310_EUGENE (OR)",1,0
"649","20200310_EUREKA (CA)",1,0
"650","20200310_FRESNO (CA) - VISALIA (CA)",2,0
"651","20200310_FT. MYERS (FL) - NAPLES (FL)",6,1
"652","20200310_FT. WAYNE (IN)",2,0
"653","20200310_GAINESVILLE (FL)",1,0
"654","20200310_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1,0
"655","20200310_HONOLULU (HI)",2,0
"656","20200310_HOUSTON (TX)",14,0
"657","20200310_INDIANAPOLIS (IN)",4,0
"658","20200310_JACKSONVILLE (FL)",2,0
"659","20200310_KANSAS CITY (MO)",1,0
"660","20200310_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",1,0
"661","20200310_LAS VEGAS (NV)",2,0
"662","20200310_LEXINGTON (KY)",6,0
"663","20200310_LOS ANGELES (CA)",30,0
"664","20200310_LOUISVILLE (KY)",1,0
"665","20200310_MADISON (WI)",2,0
"666","20200310_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"667","20200310_MEMPHIS (TN)",1,0
"668","20200310_MIAMI (FL) - FT. LAUDERDALE (FL)",4,0
"669","20200310_MINNEAPOLIS (MN) - ST. PAUL (MN)",4,0
"670","20200310_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",2,1
"671","20200310_MONTEREY (CA) - SALINAS (CA)",2,0
"672","20200310_NASHVILLE (TN)",5,0
"673","20200310_NEW ORLEANS (LA)",6,0
"674","20200310_NEW YORK (NY)",185,1
"675","20200310_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",2,0
"676","20200310_OMAHA (NE)",18,0
"677","20200310_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",2,0
"678","20200310_PHILADELPHIA (PA)",13,0
"679","20200310_PHOENIX (AZ)",5,0
"680","20200310_PORTLAND (OR)",11,0
"681","20200310_PROVIDENCE (RI) - NEW BEDFORD (MA)",5,0
"682","20200310_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",7,0
"683","20200310_RENO (NV)",2,0
"684","20200310_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",30,2
"685","20200310_SALT LAKE CITY (UT)",4,0
"686","20200310_SAN ANTONIO (TX)",11,0
"687","20200310_SAN DIEGO (CA)",2,0
"688","20200310_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",111,1
"689","20200310_SEATTLE (WA) - TACOMA (WA)",272,24
"690","20200310_SIOUX FALLS (SD) - MITCHELL (SD)",5,1
"691","20200310_SPOKANE (WA)",4,0
"692","20200310_ST. LOUIS (MO)",1,0
"693","20200310_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",7,0
"694","20200310_TUCSON (AZ) - SIERRA VISTA (AZ)",1,0
"695","20200310_TULSA (OK)",2,0
"696","20200310_WASHINGTON (DC) - HAGERSTOWN (MD)",18,0
"697","20200310_WILKES BARRE (PA) - SCRANTON (PA)",2,0
"698","20200310_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",2,0
"699","20200311_ALBANY (GA)",1,0
"700","20200311_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",12,0
"701","20200311_ALBUQUERQUE (NM) - SANTA FE (NM)",4,0
"702","20200311_ATLANTA (GA)",28,0
"703","20200311_BALTIMORE (MD)",2,0
"704","20200311_BEND (OR)",1,0
"705","20200311_BOSTON (MA) - MANCHESTER (NH)",88,0
"706","20200311_BURLINGTON (VT) - PLATTSBURGH (NY)",4,0
"707","20200311_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",13,0
"708","20200311_CHARLESTON (SC)",1,0
"709","20200311_CHARLOTTE (NC)",1,0
"710","20200311_CHICAGO (IL)",25,0
"711","20200311_CHICO (CA) - REDDING (CA)",1,0
"712","20200311_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",4,0
"713","20200311_COLORADO SPRINGS (CO) - PUEBLO (CO)",1,0
"714","20200311_COLUMBIA (SC)",7,0
"715","20200311_DALLAS (TX) - FT. WORTH (TX)",7,0
"716","20200311_DENVER (CO)",33,0
"717","20200311_DETROIT (MI)",2,0
"718","20200311_EUGENE (OR)",1,0
"719","20200311_EUREKA (CA)",1,0
"720","20200311_FRESNO (CA) - VISALIA (CA)",2,0
"721","20200311_FT. MYERS (FL) - NAPLES (FL)",6,1
"722","20200311_FT. WAYNE (IN)",2,0
"723","20200311_GAINESVILLE (FL)",1,0
"724","20200311_GREEN BAY (WI) - APPLETON (WI)",2,0
"725","20200311_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1,0
"726","20200311_HATTIESBURG (MS) - LAUREL (MS)",1,0
"727","20200311_HONOLULU (HI)",2,0
"728","20200311_HOUSTON (TX)",14,0
"729","20200311_INDIANAPOLIS (IN)",8,0
"730","20200311_JACKSONVILLE (FL)",3,0
"731","20200311_KANSAS CITY (MO)",1,0
"732","20200311_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",1,0
"733","20200311_LAS VEGAS (NV)",5,0
"734","20200311_LEXINGTON (KY)",6,0
"735","20200311_LITTLE ROCK (AR) - PINE BLUFF (AR)",1,0
"736","20200311_LOS ANGELES (CA)",40,1
"737","20200311_LOUISVILLE (KY)",1,0
"738","20200311_MADISON (WI)",2,0
"739","20200311_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"740","20200311_MEMPHIS (TN)",1,0
"741","20200311_MIAMI (FL) - FT. LAUDERDALE (FL)",6,0
"742","20200311_MILWAUKEE (WI)",1,0
"743","20200311_MINNEAPOLIS (MN) - ST. PAUL (MN)",5,0
"744","20200311_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",1,0
"745","20200311_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",2,1
"746","20200311_MONTEREY (CA) - SALINAS (CA)",2,0
"747","20200311_NASHVILLE (TN)",6,0
"748","20200311_NEW ORLEANS (LA)",12,0
"749","20200311_NEW YORK (NY)",237,1
"750","20200311_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",2,0
"751","20200311_OMAHA (NE)",24,0
"752","20200311_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",2,0
"753","20200311_PHILADELPHIA (PA)",17,0
"754","20200311_PHOENIX (AZ)",8,0
"755","20200311_PORTLAND (OR)",15,0
"756","20200311_PROVIDENCE (RI) - NEW BEDFORD (MA)",5,0
"757","20200311_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",8,0
"758","20200311_RAPID CITY (SD)",1,0
"759","20200311_RENO (NV)",2,0
"760","20200311_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",1,0
"761","20200311_ROCHESTER (NY)",1,0
"762","20200311_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",32,2
"763","20200311_SALT LAKE CITY (UT)",5,0
"764","20200311_SAN ANTONIO (TX)",11,0
"765","20200311_SAN DIEGO (CA)",2,0
"766","20200311_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",122,1
"767","20200311_SEATTLE (WA) - TACOMA (WA)",329,29
"768","20200311_SHREVEPORT (LA)",1,0
"769","20200311_SIOUX FALLS (SD) - MITCHELL (SD)",8,1
"770","20200311_SOUTH BEND (IN) - ELKHART (IN)",1,0
"771","20200311_SPOKANE (WA)",4,0
"772","20200311_ST. LOUIS (MO)",1,0
"773","20200311_TALLAHASSEE (FL) - THOMASVILLE (GA)",1,0
"774","20200311_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",7,0
"775","20200311_TUCSON (AZ) - SIERRA VISTA (AZ)",1,0
"776","20200311_TULSA (OK)",2,0
"777","20200311_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",1,0
"778","20200311_WASHINGTON (DC) - HAGERSTOWN (MD)",29,0
"779","20200311_WILKES BARRE (PA) - SCRANTON (PA)",3,0
"780","20200311_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",5,0
"781","20200312_ALBANY (GA)",1,0
"782","20200312_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",15,0
"783","20200312_ALBUQUERQUE (NM) - SANTA FE (NM)",6,0
"784","20200312_ANCHORAGE (AK)",1,0
"785","20200312_ATLANTA (GA)",28,1
"786","20200312_BALTIMORE (MD)",2,0
"787","20200312_BEND (OR)",1,0
"788","20200312_BINGHAMTON (NY)",1,0
"789","20200312_BOSTON (MA) - MANCHESTER (NH)",102,0
"790","20200312_BURLINGTON (VT) - PLATTSBURGH (NY)",4,0
"791","20200312_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",14,0
"792","20200312_CHARLESTON (SC)",1,0
"793","20200312_CHARLOTTE (NC)",5,0
"794","20200312_CHICAGO (IL)",32,0
"795","20200312_CHICO (CA) - REDDING (CA)",1,0
"796","20200312_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",4,0
"797","20200312_COLORADO SPRINGS (CO) - PUEBLO (CO)",1,1
"798","20200312_COLUMBIA (SC)",8,0
"799","20200312_DALLAS (TX) - FT. WORTH (TX)",13,0
"800","20200312_DENVER (CO)",48,0
"801","20200312_DES MOINES (IA) - AMES (IA)",1,0
"802","20200312_DETROIT (MI)",7,0
"803","20200312_EUGENE (OR)",1,0
"804","20200312_EUREKA (CA)",1,0
"805","20200312_FRESNO (CA) - VISALIA (CA)",3,0
"806","20200312_FT. MYERS (FL) - NAPLES (FL)",8,1
"807","20200312_FT. WAYNE (IN)",2,0
"808","20200312_GAINESVILLE (FL)",2,0
"809","20200312_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",4,0
"810","20200312_GREEN BAY (WI) - APPLETON (WI)",2,0
"811","20200312_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",2,0
"812","20200312_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",1,0
"813","20200312_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1,0
"814","20200312_HARTFORD (CT) - NEW HAVEN (CT)",1,0
"815","20200312_HATTIESBURG (MS) - LAUREL (MS)",1,0
"816","20200312_HONOLULU (HI)",2,0
"817","20200312_HOUSTON (TX)",16,0
"818","20200312_INDIANAPOLIS (IN)",9,0
"819","20200312_JACKSONVILLE (FL)",5,0
"820","20200312_KANSAS CITY (MO)",5,1
"821","20200312_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",1,0
"822","20200312_KNOXVILLE (TN)",1,0
"823","20200312_LANSING (MI)",1,0
"824","20200312_LAS VEGAS (NV)",8,0
"825","20200312_LEXINGTON (KY)",9,0
"826","20200312_LITTLE ROCK (AR) - PINE BLUFF (AR)",6,0
"827","20200312_LOS ANGELES (CA)",46,1
"828","20200312_LOUISVILLE (KY)",2,0
"829","20200312_MADISON (WI)",4,0
"830","20200312_MEDFORD (OR) - KLAMATH FALLS (OR)",3,0
"831","20200312_MEMPHIS (TN)",2,0
"832","20200312_MIAMI (FL) - FT. LAUDERDALE (FL)",14,0
"833","20200312_MILWAUKEE (WI)",1,0
"834","20200312_MINNEAPOLIS (MN) - ST. PAUL (MN)",9,0
"835","20200312_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",1,0
"836","20200312_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",2,1
"837","20200312_MONTEREY (CA) - SALINAS (CA)",2,0
"838","20200312_NA",1,0
"839","20200312_NASHVILLE (TN)",14,0
"840","20200312_NEW ORLEANS (LA)",13,0
"841","20200312_NEW YORK (NY)",349,1
"842","20200312_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",5,0
"843","20200312_OMAHA (NE)",25,0
"844","20200312_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",4,0
"845","20200312_PHILADELPHIA (PA)",25,0
"846","20200312_PHOENIX (AZ)",8,0
"847","20200312_PORTLAND (ME) - AUBURN (ME)",1,0
"848","20200312_PORTLAND (OR)",24,0
"849","20200312_PROVIDENCE (RI) - NEW BEDFORD (MA)",5,0
"850","20200312_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",10,0
"851","20200312_RAPID CITY (SD)",1,0
"852","20200312_RENO (NV)",3,0
"853","20200312_RICHMOND (VA) - PETERSBURG (VA)",2,0
"854","20200312_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",1,0
"855","20200312_ROCHESTER (NY)",1,0
"856","20200312_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",41,2
"857","20200312_SALT LAKE CITY (UT)",7,0
"858","20200312_SAN ANTONIO (TX)",11,0
"859","20200312_SAN DIEGO (CA)",5,0
"860","20200312_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",153,1
"861","20200312_SEATTLE (WA) - TACOMA (WA)",407,32
"862","20200312_SHREVEPORT (LA)",1,0
"863","20200312_SIOUX FALLS (SD) - MITCHELL (SD)",8,1
"864","20200312_SOUTH BEND (IN) - ELKHART (IN)",1,0
"865","20200312_SPOKANE (WA)",5,0
"866","20200312_SPRINGFIELD (MO)",1,0
"867","20200312_ST. LOUIS (MO)",1,0
"868","20200312_TALLAHASSEE (FL) - THOMASVILLE (GA)",1,0
"869","20200312_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",10,0
"870","20200312_TUCSON (AZ) - SIERRA VISTA (AZ)",1,0
"871","20200312_TULSA (OK)",2,0
"872","20200312_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",1,0
"873","20200312_UTICA (NY)",1,0
"874","20200312_WASHINGTON (DC) - HAGERSTOWN (MD)",30,0
"875","20200312_WASHINGTON, DC(HAGRSTWN)",1,0
"876","20200312_WEST PALM BEACH (FL) - FT. PIERCE (FL)",2,0
"877","20200312_WILKES BARRE (PA) - SCRANTON (PA)",3,0
"878","20200312_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",8,0
"879","20200312_YOUNGSTOWN (OH)",1,0
"880","20200313_ALBANY (GA)",1,0
"881","20200313_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",16,0
"882","20200313_ALBUQUERQUE (NM) - SANTA FE (NM)",10,0
"883","20200313_ANCHORAGE (AK)",1,0
"884","20200313_ATLANTA (GA)",38,1
"885","20200313_AUSTIN (TX)",4,0
"886","20200313_BALTIMORE (MD)",4,0
"887","20200313_BEND (OR)",1,0
"888","20200313_BILLINGS (MT)",1,0
"889","20200313_BINGHAMTON (NY)",1,0
"890","20200313_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",3,0
"891","20200313_BOISE (ID)",1,0
"892","20200313_BOSTON (MA) - MANCHESTER (NH)",118,0
"893","20200313_BURLINGTON (VT) - PLATTSBURGH (NY)",4,0
"894","20200313_BUTTE (MT) - BOZEMAN (MT)",2,0
"895","20200313_CASPER (WY) - RIVERTON (WY)",1,0
"896","20200313_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",14,0
"897","20200313_CHARLESTON (SC)",1,0
"898","20200313_CHARLOTTE (NC)",5,0
"899","20200313_CHATTANOOGA (TN)",1,0
"900","20200313_CHICAGO (IL)",46,0
"901","20200313_CHICO (CA) - REDDING (CA)",1,0
"902","20200313_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",12,0
"903","20200313_COLORADO SPRINGS (CO) - PUEBLO (CO)",3,2
"904","20200313_COLUMBIA (SC)",9,0
"905","20200313_DALLAS (TX) - FT. WORTH (TX)",16,0
"906","20200313_DENVER (CO)",75,0
"907","20200313_DES MOINES (IA) - AMES (IA)",1,0
"908","20200313_DETROIT (MI)",17,0
"909","20200313_EL PASO (TX)",1,0
"910","20200313_EUGENE (OR)",1,0
"911","20200313_EUREKA (CA)",1,0
"912","20200313_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",1,0
"913","20200313_FRESNO (CA) - VISALIA (CA)",4,0
"914","20200313_FT. MYERS (FL) - NAPLES (FL)",8,1
"915","20200313_FT. WAYNE (IN)",2,0
"916","20200313_GAINESVILLE (FL)",3,0
"917","20200313_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",4,0
"918","20200313_GREEN BAY (WI) - APPLETON (WI)",6,0
"919","20200313_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",2,0
"920","20200313_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",1,0
"921","20200313_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",1,0
"922","20200313_GREENWOOD (MS) - GREENVILLE (MS)",1,0
"923","20200313_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",3,0
"924","20200313_HARRISONBURG",1,0
"925","20200313_HARTFORD (CT) - NEW HAVEN (CT)",3,0
"926","20200313_HATTIESBURG (MS) - LAUREL (MS)",3,0
"927","20200313_HELENA (MT)",1,0
"928","20200313_HONOLULU (HI)",2,0
"929","20200313_HOUSTON (TX)",21,0
"930","20200313_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",1,0
"931","20200313_INDIANAPOLIS (IN)",9,0
"932","20200313_JACKSON (MS)",1,0
"933","20200313_JACKSONVILLE (FL)",5,0
"934","20200313_KANSAS CITY (MO)",6,1
